"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28","Get pet by status","tests.api-tests","Tue Mar 04 09:03:50 GMT 2025","passed","Tue Mar 04 09:03:50 GMT 2025","","test_petstore_api","",""
"","11140","Check all teams section in career page is visible","tests.web-app-tests","Tue Mar 04 09:03:56 GMT 2025","passed","Tue Mar 04 09:04:07 GMT 2025","","test_career_page","",""
"","4773","Check all teams section in career page is visible","tests.web-app-tests","Tue Mar 04 09:04:21 GMT 2025","passed","Tue Mar 04 09:04:25 GMT 2025","","test_qa_career_page","",""
"","30","Add a new pet","tests.api-tests","Tue Mar 04 09:03:50 GMT 2025","passed","Tue Mar 04 09:03:50 GMT 2025","","test_petstore_api","",""
"","206","Get pet details","tests.api-tests","Tue Mar 04 09:03:50 GMT 2025","failed","Tue Mar 04 09:03:50 GMT 2025","","test_petstore_api","",""
"","28","Delete pet","tests.api-tests","Tue Mar 04 09:03:50 GMT 2025","passed","Tue Mar 04 09:03:50 GMT 2025","","test_petstore_api","",""
"","4960","Check all teams section in career page is visible","tests.web-app-tests","Tue Mar 04 09:04:30 GMT 2025","failed","Tue Mar 04 09:04:35 GMT 2025","","test_qa_career_page","",""
"","28","Update pet details","tests.api-tests","Tue Mar 04 09:03:50 GMT 2025","passed","Tue Mar 04 09:03:50 GMT 2025","","test_petstore_api","",""
"","8867","Check all listed jobs has QA department","tests.web-app-tests","Tue Mar 04 09:04:39 GMT 2025","failed","Tue Mar 04 09:04:47 GMT 2025","","test_qa_career_page","",""
"","29","Get pet by status","tests.api-tests","Tue Mar 04 09:03:50 GMT 2025","passed","Tue Mar 04 09:03:50 GMT 2025","","test_petstore_api","",""
"","28","Get pet by status","tests.api-tests","Tue Mar 04 09:03:50 GMT 2025","passed","Tue Mar 04 09:03:50 GMT 2025","","test_petstore_api","",""
"","5516","Check redirection to Lever application form","tests.web-app-tests","Tue Mar 04 09:04:52 GMT 2025","passed","Tue Mar 04 09:04:57 GMT 2025","","test_qa_career_page","",""
"","68","Check life at insider section in career page is visible","tests.web-app-tests","Tue Mar 04 09:04:17 GMT 2025","passed","Tue Mar 04 09:04:17 GMT 2025","","test_career_page","",""
"","161","Check all locations section in career page is visible","tests.web-app-tests","Tue Mar 04 09:04:12 GMT 2025","passed","Tue Mar 04 09:04:12 GMT 2025","","test_career_page","",""
